,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,stage,source_name,favorite_count,retweet_count,rating_ratio,text_len
14,889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,13.0,10.0,Stuart,puppo,Twitter for iPhone,15121,2257,1.3,119
15,889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,13.0,10.0,Oliver,,Twitter for iPhone,25356,5486,1.3,139
16,888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,12.0,10.0,Jim,,Twitter for iPhone,29145,4548,1.2,87
17,888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13.0,10.0,Zeke,,Twitter for iPhone,25648,4389,1.3,129
18,888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13.0,10.0,Ralphus,,Twitter for iPhone,19956,3620,1.3,88
19,888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12.0,10.0,Gerald,,Twitter for iPhone,21813,3530,1.2,128
20,887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13.0,10.0,Jeffrey,,Twitter for iPhone,30256,5446,1.3,128
21,887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14.0,10.0,,,Twitter for iPhone,46351,11778,1.4,109
22,887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13.0,10.0,Canela,,Twitter for iPhone,69274,18418,1.3,100
23,887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13.0,10.0,,,Twitter for iPhone,33766,10509,1.3,89
24,887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12.0,10.0,,,Twitter for iPhone,30615,6018,1.2,130
25,886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13.0,10.0,Maya,,Twitter for iPhone,35246,7840,1.3,102
26,886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",13.0,10.0,Mingus,,Twitter for iPhone,12101,3330,1.3,100
27,886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13.0,10.0,Derek,,Twitter for iPhone,22480,4512,1.3,72
28,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12.0,10.0,Roscoe,pupper,Twitter for iPhone,21175,3216,1.2,132
29,886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13.0,10.0,Waffles,,Twitter for iPhone,28026,6361,1.3,95
30,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12.0,10.0,Jimbo,,Twitter for iPhone,32788,6878,1.2,141
31,885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13.0,10.0,Maisey,,Twitter for iPhone,36093,6504,1.3,110
32,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13.0,10.0,,,Twitter for iPhone,22002,4426,1.3,135
33,884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12.0,10.0,Earl,,Twitter for iPhone,77738,18636,1.2,94
34,884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13.0,10.0,Lola,,Twitter for iPhone,27999,5851,1.3,119
35,884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13.0,10.0,Kevin,,Twitter for iPhone,24354,4928,1.3,67
36,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14.0,10.0,,,Twitter for iPhone,27056,5714,1.4,137
37,884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12.0,10.0,Yogi,doggo,Twitter for iPhone,20431,3024,1.2,141
38,883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12.0,10.0,Noah,,Twitter for iPhone,21959,3483,1.2,138
39,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",13.5,10.0,Bella,,Twitter for iPhone,46053,10066,1.35,113
40,883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,10.0,Grizzwald,floofer,Twitter for iPhone,22614,3726,1.3,140
41,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13.0,10.0,,,Twitter for iPhone,37304,6743,1.3,112
42,882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13.0,10.0,Rusty,,Twitter for iPhone,24004,3970,1.3,109
43,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,10.0,Gus,pupper,Twitter for iPhone,28386,4981,1.2,115
44,882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13.0,10.0,Stanley,,Twitter for iPhone,27940,6165,1.3,137
45,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13.0,10.0,Alfy,,Twitter for iPhone,45077,11742,1.3,115
46,882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13.0,10.0,Koko,,Twitter for iPhone,29437,5046,1.3,134
47,881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12.0,10.0,Rey,,Twitter for iPhone,24360,3432,1.2,68
48,881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13.0,10.0,Gary,pupper,Twitter for iPhone,50667,10803,1.3,116
49,881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14.0,10.0,,pupper,Twitter for iPhone,49592,16172,1.4,132
50,881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10.0,Elliot,,Twitter for iPhone,23124,5205,1.2,139
51,880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10.0,Louis,,Twitter for iPhone,17047,2810,1.3,73
52,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10.0,,,Twitter for iPhone,21353,3862,1.2,138
53,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10.0,Bella,,Twitter for iPhone,28591,6362,1.2,115
54,880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10.0,Jesse,,Twitter for iPhone,27151,4283,1.2,109
55,880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10.0,,,Twitter for iPhone,27688,4407,1.1,130
56,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13.0,10.0,Romeo,,Twitter for iPhone,22355,3537,1.3,92
57,879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12.0,10.0,Bailey,,Twitter for iPhone,23461,3223,1.2,91
58,879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10.0,Duddles,,Twitter for iPhone,106195,44706,1.3,83
59,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10.0,Jack,,Twitter for iPhone,16803,3155,1.2,126
60,879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11.0,10.0,Steven,,Twitter for iPhone,22648,4774,1.1,133
61,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13.0,10.0,Beau,,Twitter for iPhone,19017,2728,1.3,95
62,878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13.0,10.0,Snoopy,puppo,Twitter for iPhone,19423,4179,1.3,127
63,878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",13.0,10.0,Shadow,,Twitter for iPhone,7773,1310,1.3,119
64,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14.0,10.0,Emmy,,Twitter for iPhone,42165,6934,1.4,116
65,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13.0,10.0,Aja,,Twitter for iPhone,80244,19446,1.3,94
66,877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12.0,10.0,Penny,,Twitter for iPhone,22839,3882,1.2,140
67,877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13.0,10.0,Dante,,Twitter for iPhone,27439,5255,1.3,138
68,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12.0,10.0,Nelly,,Twitter for iPhone,27231,5682,1.2,129
69,876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12.0,10.0,Ginger,pupper,Twitter for iPhone,20745,3411,1.2,126
70,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13.0,10.0,Benedict,,Twitter for iPhone,18831,2436,1.3,128
71,876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13.0,10.0,Venti,puppo,Twitter for iPhone,28023,4770,1.3,141
72,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13.0,10.0,Goose,,Twitter for iPhone,25290,4362,1.3,126
73,875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,13.0,10.0,Nugget,,Twitter for iPhone,22002,5004,1.3,134
74,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,12.0,10.0,,,Twitter for iPhone,25578,4793,1.2,116
75,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12.0,10.0,Cash,,Twitter for iPhone,27966,4721,1.2,93
76,874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13.0,10.0,Jed,pupper,Twitter for iPhone,26169,4189,1.3,115
77,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12.0,10.0,,,Twitter for iPhone,22757,4026,1.2,130
78,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",13.0,10.0,Sebastian,puppo,Twitter for iPhone,34866,10658,1.3,140
79,873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13.0,10.0,,,Twitter for iPhone,24379,4024,1.3,136
80,873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",12.0,10.0,Sierra,pupper,Twitter for iPhone,7307,1619,1.2,119
81,872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,12.0,10.0,,doggo,Twitter for iPhone,27549,5508,1.2,133
82,872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",13.0,10.0,,,Twitter for iPhone,14807,3772,1.3,142
83,872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,13.0,10.0,Monkey,,Twitter for iPhone,20921,3785,1.3,117
84,872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,12.0,10.0,,,Twitter for iPhone,40968,9197,1.2,134
85,872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,13.0,10.0,Harry,,Twitter for iPhone,34481,6471,1.3,139
86,872122724285648897,2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,12.0,10.0,Kody,,Twitter for iPhone,34695,8305,1.2,127
87,871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,13.0,10.0,Lassie,puppo,Twitter for iPhone,38344,11483,1.3,137
88,871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,12.0,10.0,Rover,pupper,Twitter for iPhone,20429,3560,1.2,135
89,871515927908634625,2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,12.0,10.0,Napolean,doggo,Twitter for iPhone,20387,3535,1.2,141
90,871032628920680449,2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",13.0,10.0,Boomer,,Twitter for iPhone,22863,3895,1.3,137
91,870804317367881728,2017-06-03 00:48:22,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,11.0,10.0,,,Twitter for iPhone,33975,6378,1.1,137
92,870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",13.0,10.0,Cody,,Twitter for iPhone,12563,2720,1.3,117
93,870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,13.0,10.0,Zoey,,Twitter for iPhone,83563,26941,1.3,140
94,870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",13.0,10.0,Rumble,,Twitter for iPhone,22059,4265,1.3,126
95,870063196459192321,2017-05-31 23:43:25,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,14.0,10.0,Clifford,,Twitter for iPhone,37092,8593,1.4,141
96,869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",13.0,10.0,Dewey,,Twitter for iPhone,42915,10341,1.3,111
97,869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,13.0,10.0,Stanley,,Twitter for iPhone,28590,6515,1.3,140
98,869596645499047938,2017-05-30 16:49:31,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,12.0,10.0,Scout,doggo,Twitter for iPhone,16189,3225,1.2,140
99,869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,13.0,10.0,Gizmo,,Twitter for iPhone,20710,3908,1.3,128
100,868880397819494401,2017-05-28 17:23:24,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,14.0,10.0,Walter,,Twitter for iPhone,66542,14973,1.4,99
101,868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,13.0,10.0,,,Twitter for iPhone,27634,5955,1.3,103
102,868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",12.0,10.0,Cooper,,Twitter for iPhone,10330,2166,1.2,118
103,867900495410671616,2017-05-26 00:29:37,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",12.0,10.0,,,Twitter for iPhone,24552,4319,1.2,128
104,867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,13.0,10.0,Harold,,Twitter for iPhone,34531,7578,1.3,62
105,867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,12.0,10.0,Shikha,puppo,Twitter for iPhone,16439,2605,1.2,134
106,867051520902168576,2017-05-23 16:16:06,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",13.0,10.0,,,Twitter for iPhone,32803,8165,1.3,133
107,866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,12.0,10.0,Lili,puppo,Twitter for iPhone,19711,3621,1.2,135
108,866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",13.0,10.0,Jamesy,pupper,Twitter for iPhone,124515,36585,1.3,107
109,866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,12.0,10.0,Coco,,Twitter for iPhone,53658,15047,1.2,113
110,865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",13.0,10.0,Boomer,,Twitter for iPhone,26123,5826,1.3,131
111,865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,13.0,10.0,Sammy,,Twitter for iPhone,27031,5210,1.3,128
112,865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,13.0,10.0,Nelly,,Twitter for iPhone,28578,7988,1.3,118
113,864873206498414592,2017-05-17 16:00:15,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,14.0,10.0,,,Twitter for iPhone,33013,9101,1.4,118
114,864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,12.0,10.0,Meatball,,Twitter for iPhone,14940,3177,1.2,130
115,864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,13.0,10.0,Paisley,,Twitter for iPhone,30858,9353,1.3,94
116,863907417377173506,2017-05-15 00:02:33,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck ,13.0,10.0,Albus,,Twitter for iPhone,21090,4318,1.3,118
117,863553081350529029,2017-05-14 00:34:33,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,13.0,10.0,Neptune,,Twitter for iPhone,15640,4349,1.3,92
118,863432100342583297,2017-05-13 16:33:49,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,12.0,10.0,Belle,,Twitter for iPhone,24350,5515,1.2,129
119,863079547188785154,2017-05-12 17:12:53,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 ",14.0,10.0,,,Twitter for iPhone,8957,1151,1.4,140
120,863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",13.0,10.0,Quinn,,Twitter for iPhone,8758,2587,1.3,118
121,862831371563274240,2017-05-12 00:46:44,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",13.0,10.0,Zooey,,Twitter for iPhone,19648,5309,1.3,122
122,862722525377298433,2017-05-11 17:34:13,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze ",11.0,10.0,Dave,,Twitter for iPhone,17496,3701,1.1,136
123,862457590147678208,2017-05-11 00:01:27,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ",13.0,10.0,Jersey,,Twitter for iPhone,21068,5198,1.3,134
124,862096992088072192,2017-05-10 00:08:34,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 ,13.0,10.0,,,Twitter for iPhone,76580,24405,1.3,108
125,861383897657036800,2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy ,13.0,10.0,Hobbes,,Twitter for iPhone,37028,11215,1.3,73
126,861288531465048066,2017-05-07 18:36:02,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 ,13.0,10.0,,,Twitter for iPhone,17656,4372,1.3,139
127,861005113778896900,2017-05-06 23:49:50,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af ,12.0,10.0,Burt,,Twitter for iPhone,17179,3998,1.2,97
128,860563773140209665,2017-05-05 18:36:06,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

",13.0,10.0,Lorenzo,,Twitter for iPhone,7718,2263,1.3,117
